-17,1.19644412,0.01129969,1.17074617,0.24638238
2,1.26670515,-0.01744083,1.24517673,0.23188929
14,1.21680041,-0.10194286,1.18966086,0.23434575
30,1.10295341,-0.11054045,1.07740090,0.20855298
48,1.00128372,-0.02702100,0.99044241,0.14443952
62,0.95914589,0.09138010,0.95212172,0.07123718
73,0.88823455,0.22132654,0.86000468,0.01916034
86,0.93481543,0.31909343,0.87793680,-0.03586423
98,0.97431172,0.27414031,0.93247009,-0.06804379
114,1.08678443,0.22746768,1.06020572,-0.07295670
134,1.29885574,0.18079504,1.28079532,-0.11790981
154,1.26271041,0.17244310,1.25008964,-0.04446182
166,1.13810162,0.13608757,1.12947773,-0.03217955
187,1.05953556,0.09506479,1.05308200,-0.06779814
210,1.02504004,0.06632427,1.01721777,-0.10759270
223,1.00481498,0.07000895,0.99707484,-0.10292544
238,0.97090474,0.06263959,0.96415835,-0.09555608
250,0.93848743,0.06337652,0.92976799,-0.11078609
258,0.91995306,0.05797232,0.91036200,-0.11913804
275,0.96208729,0.05797232,0.95064785,-0.13608757
292,1.00225681,0.07565880,0.98675773,-0.15844131
315,1.01298404,0.04765522,1.00125081,-0.14615904
331,1.00852445,0.03537294,0.99977694,-0.12773563
350,0.99698161,0.00982582,0.98945983,-0.12184014
370,0.92730779,-0.02530148,0.92092475,-0.10562754
396,0.88155509,-0.04667263,0.87425212,-0.10317108
407,0.87885200,-0.01891470,0.87056744,-0.11889239
419,0.94281513,0.05625281,0.92706589,-0.16212599
434,1.01652672,0.09874947,0.99019677,-0.20757040
451,1.09408521,0.12847256,1.06094265,-0.23434575
464,1.12087131,0.14935243,1.08845494,-0.22206348
480,1.08090285,0.15770437,1.05701233,-0.16188034
491,1.02237378,0.14296565,1.00640937,-0.10931222
502,0.98763853,0.12331401,0.97373852,-0.10980351
523,0.97581998,0.10415367,0.96096496,-0.13387676
544,0.98272625,0.10046898,0.96268448,-0.16998664
564,1.00799914,0.09678430,0.98405563,-0.19577942
581,1.08430412,0.11840110,1.06855766,-0.14100048
599,1.13500065,0.12405095,1.12382789,-0.09924076
614,1.20179796,0.14959807,1.19113474,-0.05600716
628,1.29903452,0.22353735,1.27539112,0.10439931
646,1.45826482,0.22673074,1.39428352,0.36208138
659,1.45977346,0.02652971,1.38347512,0.46500682
674,1.27248667,-0.05625281,1.22527945,0.33874506
680,0.97675225,0.22697639,0.93197880,0.18423408
683,1.00408997,0.31442616,0.92927670,0.21395718
691,0.99526908,0.33186699,0.90471215,0.24883883
696,0.93132872,0.29747663,0.83150981,0.29575711
712,0.92694872,0.21371153,0.81652544,0.38320689
731,1.00021891,0.08179993,0.87744551,0.47311312
749,1.12744912,-0.07369363,1.01820035,0.47851732
762,1.30351807,-0.21862444,1.20882121,0.43602066
781,1.29502594,-0.23925866,1.20489088,0.40998224
798,1.05038277,-0.10415367,0.96587787,0.39941948
823,0.97655692,0.07565880,0.89660585,0.37952220
834,0.92063156,0.14591339,0.82438610,0.38296124
846,0.92040137,0.17440826,0.80055849,0.41931677
876,0.95197205,0.17760165,0.85533742,0.37829398
882,0.95425767,-0.09457349,0.92018782,0.23434575
886,0.98119273,-0.09604737,0.93713735,0.27438596
890,0.68496675,-0.06951766,0.64138024,0.23016978
904,0.53218737,-0.02702100,0.48048248,0.22722203
912,0.41849289,-0.08032606,0.37067897,0.17686472
935,0.41144042,-0.17219745,0.36871380,0.06067442
945,0.37359126,-0.16826713,0.33309522,0.01744083
970,0.34035193,-0.10538189,0.31393487,0.07860654
984,0.40297189,-0.07786960,0.35274685,0.17858423
1003,0.91061195,-0.02038857,0.82315787,0.38885673
1019,1.66615027,-0.36895945,1.62175119,0.09924076
1040,0.74885454,0.50652090,0.51413591,0.19970974
1058,1.00316358,0.91797701,0.28691387,0.28519436
1074,1.11780298,0.87179567,0.66741866,0.20978121
1094,1.11855025,0.41415821,1.02581536,0.16531938
1109,1.08525977,0.10562754,1.02778052,0.33211263
1122,1.10764264,0.21862444,1.02213067,0.36650300
1129,1.28526121,0.27782499,1.21471670,0.31491745
1141,1.18831773,0.28863339,1.12824950,0.23631091
1157,1.13487824,0.36380090,1.03121956,0.30361776
1165,0.83678465,0.28003580,0.78852186,-0.00466726
1178,1.34327875,0.38910238,1.24689625,0.31344358
1191,2.02487302,0.06558733,1.98874548,-0.37510059
