-5,1.00560538,-0.87842809,0.42152757,0.24883883
27,1.01016289,-0.88825391,0.41464950,0.24392592
52,0.99230390,-0.85165274,0.43012516,0.27266644
80,0.98092228,-0.84035305,0.41710596,0.28642258
105,0.95465353,-0.82143835,0.39598045,0.28249226
109,0.98454487,-0.85361790,0.41170176,0.26677095
146,1.04026888,-0.90004489,0.46132214,0.24343463
175,1.05743129,-0.90765990,0.48809749,0.23680220
178,1.05727932,-0.89660585,0.50848606,0.23532833
208,1.02203624,-0.87916503,0.47655215,0.21100943
244,0.99925410,-0.87769116,0.43503807,0.19725329
272,1.02256192,-0.90446651,0.43209033,0.20216620
276,1.01872780,-0.90569474,0.41145611,0.21960702
305,1.02666870,-0.92559202,0.39376964,0.20560523
309,1.07457125,-0.97987966,0.40285852,0.17956682
369,1.03289871,-0.94499801,0.37952220,0.17268874
374,1.02451139,-0.93836558,0.36601170,0.18742747
402,1.02939257,-0.93566348,0.37657446,0.20585088
406,1.02970106,-0.94573494,0.34267539,0.22009831
436,1.01464666,-0.91674878,0.36453783,0.23704785
470,1.00747419,-0.89783408,0.38836544,0.24097818
501,1.02841425,-0.91109894,0.41194740,0.24048689
566,1.03714187,-0.91552055,0.46033955,0.15991518
597,1.05009702,-0.92657460,0.47262183,0.14419387
600,1.04534272,-0.91625749,0.48465845,0.13535064
631,1.09340670,-0.95384124,0.51880317,0.12871821
662,1.08405247,-0.94475236,0.52101398,0.10562754
666,1.01690243,-0.87081308,0.51610107,0.09702995
696,1.00452275,-0.85484613,0.51339897,0.12134885
699,1.01575687,-0.85509178,0.52813770,0.14714162
764,1.03501548,-0.83568579,0.58832083,0.16359986
798,1.06303384,-0.85681129,0.60797246,0.16212599
831,1.04214371,-0.82364916,0.60355085,0.20830733
862,1.02578886,-0.77108103,0.62074603,0.26898176
927,0.98103657,-0.64408234,0.58267098,0.45616358
958,0.98442124,-0.61141150,0.58684696,0.50087105
989,0.96396354,-0.57775807,0.59298809,0.49374733
994,0.94787153,-0.54950885,0.55368482,0.53845480
1025,0.94995833,-0.47483263,0.48588668,0.66397962
1056,0.98265536,-0.39106754,0.52027704,0.73619938
1088,1.00548281,-0.40138465,0.53648964,0.74970988
1095,1.03651041,-0.45591794,0.56965177,0.73619938
1119,1.04410923,-0.50431009,0.58709260,0.70082644
1127,1.04974940,-0.49472992,0.62786974,0.68043787
1153,1.03138458,-0.49178217,0.63351959,0.64850396
1156,1.07035543,-0.48637797,0.72096937,0.62393942
1185,0.98607905,-0.44707470,0.68535078,0.55024578
1224,0.95741204,-0.43086210,0.66152317,0.54164819
1285,0.81549573,-0.20388571,0.60797246,0.50381880
1317,0.68162254,-0.15598485,0.49030830,0.44707470
1347,0.69140717,-0.11766417,0.47434134,0.48908007
1351,0.82332546,0.00466726,0.65661026,0.49669508
1380,0.69487724,0.10710141,0.50308186,0.46721763
1413,0.67648881,0.15131759,0.53157673,0.39008496
1416,0.95663310,0.48269329,0.64580186,0.51487284
1480,0.88690418,0.32376069,0.50480138,0.65341687
1514,0.83669447,0.17391697,0.71974114,0.38959367
1548,0.78037694,0.65759284,0.29452888,0.29968744
1578,0.90368664,0.61042892,-0.19086651,0.63843250
1611,1.01580318,0.18030375,0.72637356,0.68682465
1674,0.78224262,-0.46377859,0.40678885,0.48097377
1677,0.97338183,-0.61706134,0.15254582,0.73718196
1710,1.38268407,-0.44461825,0.22574816,1.28963856
1740,1.33293012,-0.30410905,0.23999559,1.27539112
1744,1.24022162,-0.15623050,0.34218410,1.18180021
1775,1.70908824,-0.81382334,0.62713281,1.36578864
1807,8.44706770,-3.12215354,-2.27295725,7.51257448
1839,2.41817300,-1.69519918,-0.87891938,-1.48369846
1846,1.77187768,-0.31565439,1.66301963,-0.52371608
1872,1.19030508,0.37755704,1.11891498,0.14935243
1876,1.12833157,0.66692737,0.24613673,0.87621728
1907,1.24040863,-0.07664138,-0.47925425,1.14151436
1939,1.55638378,-1.07101412,-1.03785198,0.44510954
1972,1.43637242,-1.17443085,-0.68584207,0.46205907
2002,1.34199206,-0.93787429,-0.54803498,0.78803057
2035,1.71275306,-0.37141590,-1.59841488,0.49055394
2066,1.82924818,-0.35643153,-1.77085797,0.28838775
2069,1.72033458,-0.45591794,-1.65245687,0.14517645
2101,0.75780997,-0.16163470,-0.23655656,0.70156338
2134,1.00759007,-0.58512744,-0.29428324,0.76567684
2165,0.99550929,-0.19209473,-0.90201005,0.37485494
2196,1.40327696,0.09211704,-1.35203250,0.36429219
2200,1.50958752,-0.17907553,-1.46871408,0.29944179
2229,1.28925319,-0.50553831,-1.11645852,0.40015642
2232,1.22842510,-0.43086210,-1.00837453,0.55368482
2262,1.24399709,-0.23410010,-1.07666396,0.57751243
2266,1.19931996,-0.17588213,-1.04595828,0.55982596
2296,1.26406971,-0.33137570,-1.10565012,0.51536413
